"trans_date","price_usd","code_size","sent_by_address","transactions","mining_profitability","sent_in_usd","transaction_fees","median_transaction_fee","confirmation_time","market_cap","transaction_value","median_transaction_value","tweets","google_trends","fee_to_reward","active_addresses","top_100_cap"
"2014-09-29","377.415",322603,127426,77787,"5.5850","200794277","0.0591","0.03770","10.511","4951538539",3438,"111.9270",19660,"8.828","0.355",163001,"19.944"
"2014-09-30","379.119",297068,139464,77853,"6.0150","185315919","0.0591","0.03790","9.412","5014624972",3207,"116.7770",21073,"8.345","0.317",195201,"19.916"
"2014-10-01","384.118",300152,139838,78624,"5.4800","178147052","0.0631","0.03840","9.290","5037546169",3409,"102.7260",18636,"7.415","0.333",189253,"19.933"
"2014-10-02","377.698",298867,140273,71948,"5.2650","156643305","0.0591","0.03780","10.435","4938662174",3133,"103.5470",18380,"7.943","0.326",160538,"19.956"
"2014-10-03","367.304",290855,126153,74948,"5.5870","190603715","0.0592","0.03670","9.863","4726635711",3427,"93.1070",20207,"8.366","0.330",154357,"19.891"
"2014-10-04","345.878",276741,118762,66478,"5.2600","183413908","0.0654","0.03460","9.351","4424902198",3269,"83.1630",18214,"8.332","0.326",148859,"19.914"
"2014-10-05","315.801",268106,149600,67161,"4.5420","248272665","0.0559","0.03160","8.521","4091912575",4236,"82.9210",20031,"10.132","0.281",225945,"19.985"
"2014-10-06","322.456",279954,135639,77888,"4.6320","322780833","0.0522","0.03220","8.944","4314787426",4723,"98.6090",25065,"11.256","0.313",162663,"20.119"
"2014-10-07","328.313",337195,149950,78935,"4.1210","239383415","0.0556","0.03280","10.746","4344645345",3547,"103.4880",22543,"9.785","0.398",177985,"20.134"
"2014-10-08","339.094",308168,145062,78674,"5.1510","266955454","0.0540","0.03390","10.000","4521776144",3891,"104.1410",24408,"8.592","0.348",170418,"20.132"
"2014-10-09","364.531",300477,142317,82641,"5.8300","251443413","0.0613","0.03650","9.730","4814125934",4237,"111.1830",24075,"8.860","0.375",164245,"20.115"
"2014-10-10","362.280",285337,146931,80903,"5.1940","272361697","0.0582","0.03620","9.290","4782043694",4433,"105.5430",19090,"8.064","0.335",170684,"20.117"
"2014-10-11","359.388",248806,119838,64876,"4.7740","176827658","0.0575","0.03590","10.000","4734295035",3177,"88.9010",17107,"7.717","0.288",146972,"20.205"
"2014-10-12","362.544",286125,141427,63361,"5.3620","136730550","0.0630","0.03630","9.730","4833998729",2685,"74.1640",17072,"7.268","0.298",220350,"20.232"
"2014-10-13","378.689",296306,153138,77787,"5.6290","241925769","0.0638","0.03790","9.290","5010667233",3771,"97.4070",22018,"8.030","0.338",182882,"20.139"
"2014-10-14","402.084",368101,153374,81232,"5.3550","230527557","0.0657","0.04020","10.909","5297220823",4338,"117.6920",25804,"8.929","0.401",190886,"20.115"
"2014-10-15","393.788",297037,157856,76106,"5.8120","208405356","0.0649","0.03940","9.536","5192245979",6149,"116.9960",23992,"9.076","0.332",185794,"20.171"
"2014-10-16","386.265",284863,142479,75589,"5.5220","200794500","0.0621","0.03860","9.730","5063843988",5269,"99.4270",24445,"8.064","0.328",157355,"20.111"
"2014-10-17","379.451",290383,140101,70697,"5.4950","188386347","0.0628","0.03790","10.141","5020798042",4857,"105.7590",21491,"7.623","0.329",163371,"20.102"
"2014-10-18","384.702",224964,124039,66313,"5.7570","138944322","0.0600","0.03850","8.780","5121038262",3448,"80.4020",20572,"7.502","0.252",152746,"20.072"
"2014-10-19","388.404",311923,142440,63122,"5.0820","113666094","0.0649","0.03880","10.827","5131539820",2737,"72.9850",18259,"7.000","0.317",214141,"20.117"
"2014-10-20","382.291",337985,146919,82563,"5.4890","206014081","0.0600","0.03820","10.511","5059685306",3903,"98.2520",23312,"6.853","0.377",174619,"20.112"
"2014-10-21","383.996",312109,155794,81498,"6.1400","169944514","0.0613","0.03840","9.412","5090686004",2719,"110.2210",22499,"6.974","0.340",185029,"20.125"
"2014-10-22","382.802",289465,150228,79828,"5.2840","218226252","0.0608","0.03830","9.057","5059980721",4112,"95.4560",20348,"7.328","0.318",174809,"20.180"
"2014-10-23","367.289",307948,148329,80487,"5.2290","215688389","0.0584","0.03670","9.536","4843161949",4917,"99.8140",21036,"7.709","0.338",173116,"20.174"
"2014-10-24","355.716",269613,141467,77747,"4.9630","168374339","0.0565","0.03560","9.057","4742233518",3232,"81.4930",11147,"6.558","0.310",166641,"20.149"
"2014-10-25","349.089",265762,141971,72360,"5.0410","157923125","0.0536","0.03490","9.290","4628367776",4379,"101.1090",22449,"6.316","0.286",187025,"20.119"
"2014-10-26","351.284",333148,132708,70637,"4.2450","119209456","0.0558","0.03510","11.520","4715554463",4352,"57.0900",20090,"7.094","0.358",191036,"20.062"
"2014-10-27","352.794",315184,161774,83818,"5.5560","174902345","0.0569","0.03530","9.057","4690766408",4469,"87.3410",21632,"6.619","0.340",193792,"20.076"
"2014-10-28","352.906",353722,152745,87842,"4.5280","160076997","0.0537","0.03530","10.435","4715923783",3428,"88.0810",20173,"7.234","0.387",172868,"20.104"
"2014-10-29","344.899",319515,155241,93512,"5.2130","195049750","0.0526","0.03450","9.290","4570099880",2922,"82.0420",22081,"7.181","0.368",174923,"20.059"
"2014-10-30","337.866",298610,156589,92452,"4.8700","167486201","0.0507","0.03380","8.471","4533464967",2637,"68.4480",22855,"6.800","0.326",179335,"20.035"
"2014-10-31","341.339",254139,146192,85515,"4.9260","186434381","0.0514","0.03410","7.660","4544026947",5113,"73.0430",22906,"5.944","0.274",176490,"20.090"
"2014-11-01","329.102",242654,121365,69432,"4.3380","128509386","0.0596","0.03290","9.057","4370096961",3265,"72.0000",30263,"6.759","0.316",151649,"20.044"
"2014-11-02","324.340",315611,156828,77015,"4.2720","105756186","0.0533","0.03240","9.290","4351869014",2326,"51.4980",21408,"7.106","0.326",243996,"20.052"
"2014-11-03","327.819",303676,153078,90182,"4.9400","150237385","0.0603","0.03280","8.521","4381398539",3879,"68.1350",26060,"7.279","0.392",178386,"20.028"
"2014-11-04","325.840",303876,149914,87455,"4.4080","236742659","0.0504","0.03260","8.889","4350336059",4199,"82.2140",20992,"7.106","0.333",182562,"20.054"
"2014-11-05","336.991",350386,151681,89322,"3.6370","242824601","0.0505","0.03370","10.435","4487260940",3567,"94.2260",20871,"6.933","0.387",172677,"20.154"
"2014-11-06","342.284",349749,155751,94142,"4.8970","184881193","0.0524","0.03420","9.351","4572746566",2715,"75.0330",24348,"7.973","0.374",195913,"20.207"
"2014-11-07","344.945",338536,141210,83807,"4.2750","213848513","0.0552","0.03450","9.600","4617019166",3503,"78.0450",24244,"7.453","0.357",189064,"20.155"
"2014-11-08","343.176",265500,116040,72564,"4.5190","120601210","0.0510","0.03430","9.412","4589181700",2643,"57.7600",18964,"7.106","0.282",148751,"20.202"
"2014-11-09","349.881",315975,149310,72062,"4.6600","134721143","0.0731","0.03500","9.600","4742345203",2603,"50.5910",18949,"7.626","0.400",214077,"20.228"
"2014-11-10","365.791",346564,147168,88847,"4.3600","238267412","0.0553","0.03660","9.796","4942146628",4047,"88.9340",22516,"8.319","0.365",189520,"20.240"
"2014-11-11","366.689",385734,146418,85489,"4.2770","188087366","0.0574","0.03670","11.163","4912081380",2967,"84.3280",23156,"7.799","0.414",175509,"20.219"
"2014-11-12","394.940",371490,168154,95432,"5.3840","318065551","0.0626","0.03950","9.796","5279831318",4562,"110.4660",25601,"9.532","0.410",197855,"20.227"
"2014-11-13","428.535",381040,157137,92813,"5.6740","609505232","0.0664","0.04290","9.931","5700987856",7575,"129.6170",26798,"9.879","0.396",185694,"20.209"
"2014-11-14","397.306",324405,156805,86153,"5.1200","274886415","0.0606","0.03970","9.351","5296080940",4361,"98.3490",23449,"7.973","0.341",199207,"20.309"
"2014-11-15","386.820",287975,125266,73102,"4.6420","214676002","0.0593","0.03870","10.286","5126248188",4202,"79.4290",21104,"8.319","0.320",157558,"20.197"
"2014-11-16","384.374",316471,141278,75859,"5.0450","207718919","0.0589","0.03840","9.600","5140217798",3637,"66.3740",21652,"8.146","0.309",227884,"20.411"
"2014-11-17","397.121",367633,149418,88210,"4.8620","249303579","0.0680","0.03970","10.000","5306517363",3721,"101.4900",25728,"7.973","0.418",185373,"20.407"
"2014-11-18","381.052",324153,151107,87370,"4.9560","294768198","0.0570","0.03810","9.351","5072081946",4215,"98.5980",28238,"8.666","0.339",182902,"20.386"
"2014-11-19","378.646",338527,144587,85130,"4.6530","221142817","0.0585","0.03790","10.213","5082245864",4141,"106.4620",25117,"8.146","0.373",177413,"20.407"
"2014-11-20","365.837",360622,151180,89250,"4.5980","290515639","0.0544","0.03660","10.435","4875289715",4266,"100.2540",23707,"7.106","0.384",188637,"20.424"
"2014-11-21","351.592",367251,142056,82052,"4.2790","372707210","0.0546","0.03520","11.339","4701683187",5729,"98.1520",24577,"7.106","0.400",178746,"20.398"
"2014-11-22","356.530",265553,124620,74571,"4.6470","192338965","0.0526","0.03570","9.351","4798246103",3746,"98.7910",22344,"7.279","0.286",158776,"20.363"
"2014-11-23","358.505",333582,135640,77141,"4.3520","129082149","0.0554","0.03590","10.141","4849202667",2776,"57.9720",20544,"6.066","0.335",226056,"20.367"
"2014-11-24","374.924",346778,139204,85660,"4.7730","211185552","0.0573","0.03750","9.796","5062643053",3474,"92.8830",25545,"7.106","0.355",180366,"20.370"
"2014-11-25","383.251",378491,147413,86002,"4.3940","288752199","0.0543","0.03830","10.909","5133498100",4269,"111.8270",25985,"7.106","0.368",185396,"20.378"
"2014-11-26","371.775",342002,144790,84974,"4.6950","239107550","0.0532","0.03720","10.511","4966968161",4588,"115.2020",27929,"6.759","0.354",175259,"20.444"
"2014-11-27","370.752",346144,148105,84541,"4.8080","199421479","0.0526","0.03710","10.213","4957494816",4309,"105.0410",25790,"6.586","0.340",186072,"20.440"
"2014-11-28","369.434",327967,144033,85764,"4.5340","400268105","0.0503","0.03690","9.730","4952712100",5738,"123.0880",24830,"6.933","0.315",185838,"20.736"
"2014-11-29","378.702",273576,127058,78941,"5.0090","257320829","0.0532","0.03790","9.172","5092749163",4660,"110.6860",26555,"6.239","0.282",164845,"20.767"
"2014-11-30","377.846",361350,154304,84853,"4.7800","263893636","0.0570","0.03780","9.000","5062172471",4394,"87.4690",20117,"6.759","0.319",254565,"20.764"
"2014-12-01","379.647",415290,146853,97493,"4.1150","321548853","0.0542","0.03800","11.077","5110900253",5058,"116.6620",26508,"7.799","0.427",191207,"20.945"
"2014-12-02","381.317",391286,176246,99269,"5.1700","405109665","0.0545","0.03810","9.600","5118087676",5236,"151.0280",32744,"7.626","0.378",215283,"21.027"
"2014-12-03","378.700",473946,160561,99232,"4.5000","355661963","0.0521","0.03790","12.414","5049865051",4576,"115.0300",24990,"7.626","0.469",202825,"21.062"
"2014-12-04","374.170",378607,157158,98202,"4.9370","331580391","0.0565","0.03740","9.863","4978404395",4017,"110.1330",26370,"6.759","0.405",187991,"21.086"
"2014-12-05","372.933",323942,152344,90744,"4.9160","315484681","0.0509","0.03730","9.231","4968035300",4665,"110.7590",25043,"6.586","0.317",199324,"21.460"
"2014-12-06","374.938",326600,126158,81093,"4.2710","190863354","0.0517","0.03750","10.511","5003511780",2818,"94.1520",21503,"5.893","0.326",168914,"21.788"
"2014-12-07","375.025",350749,140090,74666,"4.5550","222450785","0.0548","0.03750","11.429","5008909308",4149,"91.1830",21983,"7.453","0.346",240167,"21.809"
"2014-12-08","368.947",352083,161385,90583,"5.3280","543246473","0.0643","0.03690","8.834","4903520301",6583,"123.4690",24899,"7.279","0.386",213295,"21.747"
"2014-12-09","352.726",358951,154381,90078,"4.4220","318424587","0.0493","0.03530","10.141","4694562383",4415,"127.3250",27224,"7.453","0.354",194736,"21.711"
"2014-12-10","349.289",348238,156047,88655,"3.9390","312884454","0.0493","0.03490","10.070","4669960480",5126,"137.0450",25421,"7.626","0.349",197999,"21.685"
"2014-12-11","351.872",327268,148180,83857,"4.8130","243855782","0.0502","0.03520","9.730","4702507612",3454,"118.5100",32162,"10.399","0.323",187105,"21.644"
"2014-12-12","350.835",333135,149739,81156,"4.1620","212382092","0.0500","0.03510","10.213","4691062468",4156,"101.0570",25383,"9.359","0.328",176628,"21.636"
"2014-12-13","347.500",284285,129464,76061,"4.4640","211332281","0.0474","0.03470","9.863","4662364315",3159,"102.7330",26584,"7.453","0.284",161380,"21.578"
"2014-12-14","348.199",367627,161187,79562,"4.4340","186216168","0.0528","0.03480","10.213","4639285573",2645,"79.6010",23579,"7.799","0.342",248869,"21.565"
"2014-12-15","347.166",410596,163741,94318,"4.2180","259884046","0.0521","0.03470","10.213","4610400716",3245,"111.2700",26094,"7.626","0.400",220231,"21.561"
"2014-12-16","335.169",433816,184101,100921,"4.4750","280200515","0.0499","0.03350","10.070","4451694391",3292,"125.0970",27622,"8.666","0.419",219432,"21.564"
"2014-12-17","323.149",461734,178769,98316,"3.8660","309378307","0.0499","0.03230","11.250","4336129834",3659,"109.7800",28350,"8.319","0.473",208635,"21.560"
"2014-12-18","312.662",426875,163576,95078,"3.8580","314900378","0.0452","0.03130","11.163","4234265225",3816,"149.4130",26969,"8.146","0.425",212216,"21.525"
"2014-12-19","312.341",398420,149092,95268,"4.3500","246170372","0.0487","0.03120","10.511","4242881959",2985,"151.6760",23574,"7.626","0.433",182179,"21.451"
"2014-12-20","324.713",384061,163428,86767,"3.9030","203454439","0.0454","0.03250","10.746","4399373211",2658,"139.0120",23524,"7.626","0.362",230322,"21.455"
"2014-12-21","323.943",352472,139798,78831,"3.9480","164015202","0.0466","0.03240","10.909","4348168443",3849,"83.5080",21411,"8.146","0.343",211733,"21.440"
"2014-12-22","328.083",352415,173216,96347,"5.0680","275010179","0.0477","0.03280","8.780","4434643841",3408,"136.4970",23172,"7.626","0.341",220334,"20.901"
"2014-12-23","332.744",391652,167450,99319,"3.9400","309981906","0.0474","0.03330","9.600","4491396123",4105,"128.9050",25504,"7.626","0.377",214939,"20.874"
"2014-12-24","329.188",291092,133012,82194,"4.2240","213884955","0.0445","0.03290","9.412","4438611693",3305,"105.4180",24192,"6.586","0.290",170655,"21.215"
"2014-12-25","319.032",235268,109799,67760,"3.9060","197264031","0.0439","0.03190","9.114","4330167226",4091,"99.7210",21216,"6.933","0.236",148756,"21.230"
"2014-12-26","323.135",274839,126447,76046,"4.2780","177244512","0.0820","0.03230","9.474","4388136839",3012,"123.8750",21728,"8.493","0.506",163577,"21.231"
"2014-12-27","318.737",290886,130695,76662,"3.8610","184315724","0.0714","0.03190","9.474","4308984821",2706,"118.7060",21543,"17.332","0.451",190312,"21.276"
"2014-12-28","315.441",279938,144477,75546,"4.2830","200630788","0.0513","0.03150","8.521","4266469446",2904,"87.5020",18427,"7.279","0.291",244320,"21.277"
"2014-12-29","314.822",284084,135586,83283,"3.9040","226685673","0.0546","0.03150","8.780","4267535667",3070,"105.4100",19605,"6.933","0.352",168488,"21.185"
"2014-12-30","311.944",301133,144680,84894,"4.0060","275518820","0.0510","0.03120","9.290","4236520979",4042,"139.8820",19477,"6.759","0.357",182178,"21.227"
"2014-12-31","312.724",269665,122759,77259,"3.7040","258858043","0.0461","0.03130","9.474","4241986269",3819,"122.3200",20017,"6.933","0.299",158184,"21.205"
"2015-01-01","315.626",187402,93422,59179,"4.0490","129854868","0.0430","0.03160","8.727","4287908436",2500,"78.4740",18681,"6.703","0.195",114998,"21.241"
"2015-01-02","314.346",265055,135337,79122,"3.9380","212156964","0.0470","0.03140","8.727","4272408724",2878,"124.8950",9385,"7.625","0.286",184462,"21.197"
"2015-01-03","303.591",295066,143066,82065,"3.6950","235281521","0.0436","0.03040","8.889","4078335542",3052,"97.8490",0,"7.736","0.291",216194,"21.127"
"2015-01-04","274.820",282161,142557,85522,"3.5860","271649082","0.0699","0.02750","8.372","3762088010",3646,"103.7750",7300,"9.266","0.504",209509,"21.157"
"2015-01-05","272.076",360878,161359,95429,"3.1800","283038295","0.0459","0.02720","9.231","3705752688",3222,"90.5980",23092,"9.439","0.412",208147,"21.155"
"2015-01-06","276.104",314084,149094,87663,"3.4530","292255946","0.0405","0.02760","9.114","3774481974",3703,"100.7410",25041,"10.401","0.325",181346,"21.156"
"2015-01-07","287.178",342723,145664,89776,"3.2490","328735712","0.0409","0.02870","10.286","3957203557",4034,"114.6950",26987,"8.122","0.364",177697,"21.061"
"2015-01-08","287.542",390694,162448,106985,"3.8100","380135094","0.0437","0.02880","9.796","3924471165",3962,"107.1610",22546,"7.562","0.442",198543,"20.964"
"2015-01-09","283.794",406274,159304,102135,"3.2610","298048249","0.0422","0.02840","10.286","3881136194",3531,"104.2830",30439,"8.595","0.433",208936,"20.922"
"2015-01-10","280.210",398310,165346,104727,"3.5670","244697771","0.0408","0.02800","9.796","3774764281",2539,"113.6820",22162,"7.949","0.414",245418,"20.885"
"2015-01-11","273.146",333239,143745,90475,"3.5630","313330186","0.0409","0.02730","9.290","3679781350",3671,"67.8500",20760,"6.876","0.349",223733,"20.911"
"2015-01-12","269.036",388338,152760,98827,"3.0110","257582410","0.0897","0.02690","10.141","3643000784",2814,"64.2360",24861,"7.160","0.921",185470,"20.915"
"2015-01-13","239.441",473566,177766,102182,"2.8070","396182478","0.0363","0.02390","11.339","3252802391",4121,"109.1320",30086,"9.383","0.487",225670,"20.995"
"2015-01-14","197.577",420424,176128,104620,"2.2930","439178499","0.0288","0.01980","9.931","2655832477",4449,"100.7500",35414,"13.690","0.419",225148,"20.995"
